rank_window,heat_score,heat_rank_score,source,kind,agency,title,published_date,url,document_url,format,rationale,heat_score_today,exact_url_mentions_today,filename_mentions_today,canonical_mentions_today,social_exact_mentions_today,crawl_hits_today,providers_checked_today,errors_today,heat_score_7d,exact_url_mentions_7d,filename_mentions_7d,canonical_mentions_7d,social_exact_mentions_7d,crawl_hits_7d,providers_checked_7d,errors_7d,heat_score_30d,exact_url_mentions_30d,filename_mentions_30d,canonical_mentions_30d,social_exact_mentions_30d,crawl_hits_30d,providers_checked_30d,errors_30d
7d,0.0,0.0,NYC Department of Investigation,report,,An Assessment of NYPD's Response to the POST (Public Oversight of Surveillance Technology) Act,2022-11-03,https://www.nyc.gov/assets/doi/reports/pdf/2022/20PostActRelease.Rpt.11.03.2022.pdf,https://www.nyc.gov/assets/doi/reports/pdf/2022/20PostActRelease.Rpt.11.03.2022.pdf,pdf,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://www.nyc.gov/assets/doi/reports/pdf/2022/20PostActRelease.Rpt.11.03.2022.pdf:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fwww.nyc.gov%2Fassets%2Fdoi%2Freports%2Fpdf%2F2022%2F20PostActRelease.Rpt.11.03.2022.pdf%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:20PostActRelease.Rpt.11.03.2022.pdf:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%2220PostActRelease.Rpt.11.03.2022.pdf%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://www.nyc.gov/assets/doi/reports/pdf/2022/20PostActRelease.Rpt.11.03.2022.pdf:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fwww.nyc.gov%2Fassets%2Fdoi%2Freports%2Fpdf%2F2022%2F20PostActRelease.Rpt.11.03.2022.pdf%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:20PostActRelease.Rpt.11.03.2022.pdf:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%2220PostActRelease.Rpt.11.03.2022.pdf%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://www.nyc.gov/assets/doi/reports/pdf/2022/20PostActRelease.Rpt.11.03.2022.pdf:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fwww.nyc.gov%2Fassets%2Fdoi%2Freports%2Fpdf%2F2022%2F20PostActRelease.Rpt.11.03.2022.pdf%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:20PostActRelease.Rpt.11.03.2022.pdf:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%2220PostActRelease.Rpt.11.03.2022.pdf%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,AI and New York City’s Fiscal Future,2026-05-21,https://comptroller.nyc.gov/reports/ai-and-new-york-citys-fiscal-future,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/ai-and-new-york-citys-fiscal-future:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fai-and-new-york-citys-fiscal-future%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:ai-and-new-york-citys-fiscal-future:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22ai-and-new-york-citys-fiscal-future%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/ai-and-new-york-citys-fiscal-future:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fai-and-new-york-citys-fiscal-future%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:ai-and-new-york-citys-fiscal-future:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22ai-and-new-york-citys-fiscal-future%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/ai-and-new-york-citys-fiscal-future:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fai-and-new-york-citys-fiscal-future%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:ai-and-new-york-citys-fiscal-future:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22ai-and-new-york-citys-fiscal-future%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,"Letter to SpaceX re: IPO From NYC Comptroller Levine, NYS Comptroller DiNapoli, and CalPERS CEO Frost",2026-05-14,https://comptroller.nyc.gov/reports/letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fletter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fletter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fletter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22letter-to-spacex-re-ipo-from-nyc-comptroller-levine-nys-comptroller-dinapoli-and-calpers-ceo-frost%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,Review of the City’s Animal Population Control Efforts,2026-05-08,https://comptroller.nyc.gov/reports/review-of-the-citys-animal-population-control-efforts,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/review-of-the-citys-animal-population-control-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Freview-of-the-citys-animal-population-control-efforts%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:review-of-the-citys-animal-population-control-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22review-of-the-citys-animal-population-control-efforts%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/review-of-the-citys-animal-population-control-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Freview-of-the-citys-animal-population-control-efforts%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:review-of-the-citys-animal-population-control-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22review-of-the-citys-animal-population-control-efforts%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/review-of-the-citys-animal-population-control-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Freview-of-the-citys-animal-population-control-efforts%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:review-of-the-citys-animal-population-control-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22review-of-the-citys-animal-population-control-efforts%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,The Monty Hall Contracts: Unchecked Spending Across the City’s Master Agreements,2026-05-06,https://comptroller.nyc.gov/reports/the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-monty-hall-contracts-unchecked-spending-across-the-citys-master-agreements%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,“The Phantom of the Opera”-ting Budget,2026-05-05,https://comptroller.nyc.gov/reports/the-phantom-of-the-opera-ting-budget,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-phantom-of-the-opera-ting-budget:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-phantom-of-the-opera-ting-budget%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-phantom-of-the-opera-ting-budget:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-phantom-of-the-opera-ting-budget%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-phantom-of-the-opera-ting-budget:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-phantom-of-the-opera-ting-budget%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-phantom-of-the-opera-ting-budget:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-phantom-of-the-opera-ting-budget%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-phantom-of-the-opera-ting-budget:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-phantom-of-the-opera-ting-budget%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-phantom-of-the-opera-ting-budget:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-phantom-of-the-opera-ting-budget%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,BERS Annual Climate Report FY2025,2026-04-24,https://comptroller.nyc.gov/reports/bers-annual-climate-report-fy2025,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/bers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fbers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:bers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22bers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/bers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fbers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:bers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22bers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/bers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fbers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:bers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22bers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,TRS Annual Climate Report FY2025,2026-04-24,https://comptroller.nyc.gov/reports/trs-annual-climate-report-fy2025,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/trs-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Ftrs-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:trs-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22trs-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/trs-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Ftrs-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:trs-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22trs-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/trs-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Ftrs-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:trs-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22trs-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,Five-Year Accessibility Plan 2026 Benchmark,2026-05-01,https://comptroller.nyc.gov/reports/five-year-accessibility-plan-2026-benchmark,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/five-year-accessibility-plan-2026-benchmark:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Ffive-year-accessibility-plan-2026-benchmark%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:five-year-accessibility-plan-2026-benchmark:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22five-year-accessibility-plan-2026-benchmark%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/five-year-accessibility-plan-2026-benchmark:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Ffive-year-accessibility-plan-2026-benchmark%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:five-year-accessibility-plan-2026-benchmark:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22five-year-accessibility-plan-2026-benchmark%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/five-year-accessibility-plan-2026-benchmark:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Ffive-year-accessibility-plan-2026-benchmark%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:five-year-accessibility-plan-2026-benchmark:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22five-year-accessibility-plan-2026-benchmark%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,The Pied-à-Terre Tax and Its Potential Revenues,2026-04-30,https://comptroller.nyc.gov/reports/the-pied-a-terre-tax-and-its-potential-revenues,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-pied-a-terre-tax-and-its-potential-revenues:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-pied-a-terre-tax-and-its-potential-revenues%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-pied-a-terre-tax-and-its-potential-revenues:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-pied-a-terre-tax-and-its-potential-revenues%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-pied-a-terre-tax-and-its-potential-revenues:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-pied-a-terre-tax-and-its-potential-revenues%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-pied-a-terre-tax-and-its-potential-revenues:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-pied-a-terre-tax-and-its-potential-revenues%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/the-pied-a-terre-tax-and-its-potential-revenues:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fthe-pied-a-terre-tax-and-its-potential-revenues%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:the-pied-a-terre-tax-and-its-potential-revenues:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22the-pied-a-terre-tax-and-its-potential-revenues%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,NYCERS Annual Climate Report FY2025,2026-04-24,https://comptroller.nyc.gov/reports/nycers-annual-climate-report-fy2025,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/nycers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fnycers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:nycers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22nycers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/nycers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fnycers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:nycers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22nycers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/nycers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fnycers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:nycers-annual-climate-report-fy2025:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22nycers-annual-climate-report-fy2025%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,New York City’s Living Infrastructure: Funding and Managing NYC’s Urban Forest and Tree Canopy,2026-04-23,https://comptroller.nyc.gov/reports/new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fnew-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fnew-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Fnew-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22new-york-citys-living-infrastructure-funding-and-managing-nycs-urban-forest-and-tree-canopy%22&hl=en-US&gl=US&ceid=US%3Aen
7d,0.0,0.0,NYC Comptroller,report,,Review of Schools’ Food Donation and Composting Efforts,2026-04-21,https://comptroller.nyc.gov/reports/review-of-schools-food-donation-and-composting-efforts,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/review-of-schools-food-donation-and-composting-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Freview-of-schools-food-donation-and-composting-efforts%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:review-of-schools-food-donation-and-composting-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22review-of-schools-food-donation-and-composting-efforts%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/review-of-schools-food-donation-and-composting-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Freview-of-schools-food-donation-and-composting-efforts%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:review-of-schools-food-donation-and-composting-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22review-of-schools-food-donation-and-composting-efforts%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://comptroller.nyc.gov/reports/review-of-schools-food-donation-and-composting-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Fcomptroller.nyc.gov%2Freports%2Freview-of-schools-food-donation-and-composting-efforts%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:review-of-schools-food-donation-and-composting-efforts:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22review-of-schools-food-donation-and-composting-efforts%22&hl=en-US&gl=US&ceid=US%3Aen
